id,side,entry_time,exit_time,entry_price,exit_price,sl,tp,pnl,entry_reason
265,LONG,2026-04-15 22:00:00,2026-04-16 00:00:00,75040.14,74614.06,74614.06,75892.3,-152.43,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=23.6 | Vol > SMA20)
266,SHORT,2026-04-16 13:45:00,2026-04-16 15:30:00,73788.03,74746.89,74746.89,71870.31,-150.91,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=22.2 | Vol > SMA20)
268,SHORT,2026-04-19 21:45:00,2026-04-20 07:15:00,74425.15,74915.45,74915.45,73444.55,-152.39,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=42.3 | Vol > SMA20)
269,SHORT,2026-04-21 19:30:00,2026-04-21 23:30:00,74866.0,75966.61,75966.61,72664.78,-150.87,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=16.6 | Vol > SMA20)
272,SHORT,2026-04-29 18:00:00,2026-04-30 01:45:00,75192.52,76442.47,76442.47,72692.63,-155.39,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=43.8 | Vol > SMA20)
273,LONG,2026-05-03 20:15:00,2026-05-03 21:30:00,78921.69,78680.33,78680.33,79404.41,-153.84,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=20.6 | Vol > SMA20)
274,LONG,2026-05-03 22:00:00,2026-05-03 23:15:00,79259.35,78746.06,78746.06,80285.93,-152.3,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=27.4 | Vol > SMA20)
275,LONG,2026-05-04 01:45:00,2026-05-04 10:00:00,79769.43,78658.42,78658.42,81991.46,-150.78,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=23.4 | Vol > SMA20)
276,LONG,2026-05-05 15:00:00,2026-05-05 16:30:00,81564.86,81103.66,81103.66,82487.26,-149.27,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=31.4 | Vol > SMA20)
278,SHORT,2026-05-12 15:15:00,2026-05-12 18:45:00,80222.0,80737.26,80737.26,79191.48,-150.73,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=34.0 | Vol > SMA20)
279,SHORT,2026-05-24 21:30:00,2026-05-24 22:00:00,76147.39,76655.64,76655.64,75130.89,-149.22,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=19.6 | Vol > SMA20)
283,SHORT,2026-06-03 03:15:00,2026-06-03 05:00:00,66147.81,66802.15,66802.15,64839.14,-156.77,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=36.6 | Vol > SMA20)
285,LONG,2026-06-12 04:15:00,2026-06-12 05:30:00,63797.51,63420.28,63420.28,64551.97,-158.31,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=18.4 | Vol > SMA20)
288,LONG,2026-06-21 03:30:00,2026-06-21 05:00:00,64452.01,64261.63,64261.63,64832.77,-163.06,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=43.4 | Vol > SMA20)
290,SHORT,2026-06-29 02:00:00,2026-06-29 02:30:00,59023.9,59664.81,59664.81,57742.08,-164.66,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=16.3 | Vol > SMA20)
292,SHORT,2026-07-06 11:45:00,2026-07-06 15:45:00,62483.84,63079.33,63079.33,61292.86,-166.27,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=20.3 | Vol > SMA20)
293,SHORT,2026-07-08 15:00:00,2026-07-08 16:30:00,61608.14,62037.36,62037.36,60749.7,-164.61,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=25.4 | Vol > SMA20)
295,SHORT,2026-07-17 13:00:00,2026-07-17 13:45:00,62817.37,63175.03,63175.03,62102.05,-166.22,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=23.7 | Vol > SMA20)
297,SHORT,2026-07-19 21:30:00,2026-07-19 22:00:00,64352.95,64518.55,64518.55,64021.76,-167.85,SHORT (Close < 200 EMA | EMA9 Rejection | MACD < 0 Cross | ADX=26.9 | Vol > SMA20)
298,LONG,2026-07-26 03:00:00,2026-07-26 05:30:00,64576.0,64460.16,64460.16,64807.67,-166.17,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=36.7 | Vol > SMA20)
300,LONG,2026-07-31 01:00:00,2026-07-31 01:45:00,65189.32,64643.31,64643.31,66281.34,-167.8,LONG (Close > 200 EMA | EMA9 Bounce | MACD > 0 Cross | ADX=30.3 | Vol > SMA20)
